book_title,book_author,book_translator,book_pub_date,book_isbn
"팟캐스트 나는 프로그래머다: 뉴욕, 서울, 도쿄 개발자의 촌철살인 IT 이야기","임백준 , 정도현 , 김호광 ",,2015-10-19,9788968482281
"IT CookBook , MySQL로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 , 이현룡 ",,2019-08-15,9791156644576
"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 , 이현룡 ",,2014-06-19,9791156641186
"하이브리드 앱을 구현하는 기술 : HTML5, 자바스크립트, 코도바(폰갭)로 만드는 안드로이드와 iOS 앱 개발","구보타 미츠노리 , 아시알 주식회사 ",,2015-02-17,9788968481680
프로그래머로 사는 법: 프로그래머의 길을 걸어가는 당신을 위한 안내서,샘 라이트스톤 ,,2012-10-17,9788979149623
더 나은 프로그래밍을 위한 코드골프 : 즐기면서 배우는 자바스크립트 코드 퍼즐과 알고리즘,야나이 마사카즈 ,,2015-01-28,9788968481673
Head First JavaScript Programming : 게임과 퍼즐로 배우는 자바스크립트 입문서,"에릭 프리먼 , 엘리자베스 롭슨 ",,2015-01-27,9788968481567
한 번에 배우는 HTML5+자바스크립트,지닌 마이어 ,,2011-05-22,9788979148268
웹 표준 가이드: HTML5 + CSS3,존 앨섭(John Allsopp) ,,2010-11-25,9788979147940
프로그래머의 리더십,정영훈 ,,2015-01-05,9788968481512
Head First HTML and CSS(개정판) : HTML5를 적용한 웹 제작 지침서,"엘리자베스 롭슨 , 에릭 프리먼 ",,2013-04-11,9788968480126
"IT CookBook, 페도라 리눅스(개정판)",이종원 ,,2017-11-10,9791156641599
브루스 테이트의 세븐 랭귀지 : 프로그래머라면 알아야 할 미래를 품은 7가지 언어,브루스 테이트 ,,2015-04-27,9788968481857
폴리글랏 프로그래밍 : 새로운 자바 언어를 기다리는 히치하이커를 위한 안내서,임백준 ,,2014-03-18,9788968480867
"IT CookBook, 최신 이동통신 입문 : Mobile Communications",Jochen H. Schiller ,,2016-01-04,9791156642084
만들면서 배우는 모던 웹사이트 디자인,야무(지훈) ,,2014-03-17,9788968480904
누구나 쉽게 배우는 스칼라,고락윤 ,,2016-05-01,9788968488221
만들면서 배우는 모던 웹사이트 제작,야무(지훈) ,,2015-04-20,9788968481871
"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조","김종훈 , 김종진 ",,2013-07-02,9788998756437
임백준의 아카 시작하기 : Akka 개념 잡기,임백준 ,,2015-10-29,9788968487897
모던 웹을 위한 HTML5 웹소켓 프로그래밍,"바네사 왕 , 프랭크 살림 , 피터 모스코비츠 ",,2013-07-24,9788968480317
회사에서 바로 통하는 액세스 2007,김재훈 ,,2008-01-28,9788979145359
행복한 프로그래밍(개정판),임백준 ,,2016-11-18,9788968484704
"IT CookBook, 액세스 2007 for Beginner",박명철 ,,2008-12-28,9788979146097
"IT CookBook, 초보자의 첫 번째 액세스 2007",최희식 ,,2009-11-05,9788979146967
회사에서 바로 통하는 액세스 2010,김재훈 ,,2011-01-05,9788979147841
만들면서 배우는 HTML5 게임 프로그래밍: PC와 스마트폰을 한 번에 잡는 멀티 플랫폼 게임 프로그래밍,황동윤 ,,2013-06-22,9788968480225
드림팀의 악몽: 산으로 가는 팀 프로젝트를 바로잡는 애자일 코칭법,포샤 텅 ,,2014-05-16,9788968480973
"Blog2Book, 프로젝트 관리자PM를 위한 프로젝트 관리 이야기",신진현 ,,2015-02-27,9788968481048
"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2010",김지연 ,,2013-08-21,9788998756369
프로그래밍은 상상이다,임백준 ,,2008-09-01,9788979145946
"IT CookBook , 엑셀과 파워포인트 2016",김지연 ,,2017-12-27,9791156643760
"IT CookBook, 엑셀 2016",김지연 ,,2018-06-29,9791156644057
Head First HTML with CSS & XHTML : 웹2.0 시대의 웹 표준 학습법,"에릭 프리먼 , 엘리자베스 프리먼 ",,2006-05-28,8979144105
누워서 읽는 알고리즘: 프로그래밍 상상력을 키워주는 알고리즘 이야기,임백준 ,,2015-10-16,9788968482274
"IT CookBook, 파워포인트 2016",김지연 ,,2019-06-29,9791156644514
누워서 읽는 퍼즐북 : 뉴욕의 프로그래머 임백준의 퍼즐이야기,임백준 ,,2010-01-15,9788979147193
"IT CookBook, 확률과 랜덤 과정",정호영 ,,2018-01-15,9791156643791
"IT CookBook, 전공자를 위한 C 언어 프로그래밍",주우석 ,,2018-12-14,9791156643708
이것이 C++이다,최호성 ,,2016-01-19,9788968482465
누구나 쉽게 스칼라+플레이,고락윤 ,,2016-11-01,9788968484728
"JavaScript+jQuery 정복 : 보고, 이해하고, 바로 쓰는 자바스크립트 공략집",김상형 ,,2014-10-17,9788968481321
"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는",박두순 ,,2016-01-02,9791156642411
팟캐스트 나는 프로그래머다 2탄,"임백준 , 정도현 , 김호광 ",,2016-06-23,9788968482908
프로그래머 첫걸음,코리 알트호프 ,,2018-01-02,9791162240380
임백준의 대살개문,임백준 ,,2016-04-28,9788968482748
대학수학 Plus : University Mathematics,이재원 ,,2013-10-14,9788998756635
"IT CookBook, 컴퓨터 구조와 원리 2.0 : 비주얼 컴퓨터 아키텍처",신종홍 ,,2013-08-21,9788998756314
"Introduction To Algorithms, Third Edition","토머스 코멘 , 찰스 레이서손 , 로날드 리베스트 , 클리포드 스타인 ",,2014-07-10,9791156641131
Hello Coding 파이썬,윤인성 ,,2018-01-02,9791162240274
"Blog2Book, 프로젝트 성패를 결정짓는 데이터 모델링 이야기",김상래 ,,2015-09-17,9788968482212
"Head First PMP : 체계적인 프로젝트 관리를 위한 국제 공인 학습법 (개정3판, PMBOK® 지침서 5판 시험대비용)","제니퍼 그린 , 앤드류 스텔만 ",,2014-09-12,9788968481154
공학도라면 반드시 알아야 할 최소한의 수학,John Bird ,,2017-09-30,9791156643333
자바 퍼즐러 : 세상에서 가장 재미있는 자바 책,"조슈아 블로크 , 닐 개프터 ",,2014-12-27,9788968481444
처음 시작하는 파이썬: 파이썬 패키지를 활용한 모던 컴퓨팅 입문,빌 루바노빅 ,,2015-12-04,9788968482397
대학생을 위한 파이썬 프로그래밍 : 누구나 할 수 있는 가장 쉬운 프로그래밍 입문서,크리스 로피 ,,2016-01-26,9788968482540
"Head First Python, 개정판",폴 배리 ,,2017-12-04,9791162240281
"Blog2Book, 아는 만큼 보이는 데이터베이스 설계와 구축",이춘식 ,,2008-07-04,9788979145571
이것이 안드로이드다,박성근 ,,2014-08-25,9788968481178
혼자 공부하는 자바,신용권 ,,2019-06-10,9791162241875
핸즈온 머신러닝(2판),오렐리앙 제롱(Aurélien Géron) ,,2020-05-04,9791162242964
MATLAB으로 배우는 공학수학 : Engineering Mathematics,소상균 ,,2014-01-28,9788998756871
기초수학 : Basic Mathematics,"이재원 , 박성욱 ",,2014-03-21,9791156641087
컴파일러 구조와 원리,아오키 미네로우 ,,2010-09-06,9788979147681
공학 핵심수학 : Core Mathematics for Engineering,함남우 ,,2015-01-01,9791156641438
이산수학 : tool 중심으로 이해하는 새로운 시각,박두순 ,,2019-01-31,9791156644033
처음 배우는 딥러닝 수학,"와쿠이 요시유키 , 와쿠이 사다미 ",,2018-02-01,9791162240441
"IT CookBook, 컴퓨터 아키텍처 : 컴퓨터 구조 및 동작 원리",우종정 ,,2014-08-11,9791156641322
이자론 중심으로 배우는 금융수학 : 보험계리사 시험 대비,이재원 ,,2014-10-10,9791156641315
생생한 사례로 배우는 확률과 통계,이재원 ,,2016-07-15,9791156642619
이것이 C#이다,박상현 ,,2018-07-01,9791162240861
기초수학 : Basic Mathematics(2판),이재원 ,,2020-01-10,9791156644811
확률과 통계 입문 : Basic Probability & Statistics,이재원 ,,2017-07-10,9791156643227
문과생도 이해하는 전기전자수학,야마시타 아키라 ,,2017-07-14,9791156643289
공학도라면 반드시 알아야 할 최소한의 과학,John Bird ,,2018-12-21,9791156644040
PMP 바이블 : PMP 자격증 취득의 길로 안내하는 가장 확실한 지침서 (전2권 세트),"강정배 , 서정훈 , 이지현 , 박주진 ",,2015-01-07,9788968481604
"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는 (증보판)",박두순 ,,2020-02-20,9791156644835
케스케이딩 완벽 가이드 : 빅데이터 분석을 위한 하둡 워크플로우 관리 도구,파코 네이선 ,,2014-01-17,9788968480775
린 UX : 린과 애자일 그리고 진화하는 사용자 경험,"제프 고델프 , 조시 세이던 ",,2013-10-25,9788968480485
나의 첫 파이썬,에릭 마테스 ,,2017-05-01,9788968483561
"Head First Agile : 개념부터 시험 대비까지, 가장 애자일다운 안내서","앤드류 스텔만 , 제니퍼 그린 ",,2019-08-01,9791162242018
Hello Coding 프로그래밍,Pope Kim ,,2018-01-02,9791162240342
스크럼 성공전략 : 성공하는 애자일을 위한 30가지 지름길,일란 골드스타인(Ilan Goldstein) ,,2014-09-02,9788968481239
만들면서 배우는 안드로이드 게임 프로그래밍(개정판),황동윤 ,,2013-06-20,9788968480249
초보자를 위한 안드로이드 스튜디오 : Hello World부터 채팅 앱과 벽돌깨기 게임까지,마츠오카 겐지 ,,2016-01-22,9788968482564
만들면서 배우는 인터프리터: 컴파일러 이론으로 만드는 나만의 스크립트 언어,하야시 하루히코 ,,2012-10-12,9788979149043
"MongoDB 몽고디비 완벽 가이드 : 페이스북, 트위터가 선택한 NoSQL의 진수를 만나다! (개정2판)",크리스티나 초도로우 ,,2014-04-24,9788968480959
"IT CookBook, R로 배우는 딥러닝","박혜정 , 석경하 , 심주용 , 황창하 ",,2018-06-30,9791156644095
하이브 완벽 가이드: 하둡을 이용한 SQL 기반 빅데이터 분석 도구,"에드워드 카프리올로 , 딘 웜플러 , 제이슨 러더글렌 ",,2013-03-28,9788968480072
"IT CookBook, 임베디드 리눅스 기초와 응용","우종정 , 사공준 ",,2017-01-24,9791156643135
Head First C# : 상상을 초월하는 객체지향 C# 학습법(개정3판),"앤드류 스텔만 , 제니퍼 그린 ",,2015-02-27,9788968481659
알고리즘 문제 풀이 전략,"조중필 , 한현상 , 이주호 ",,2016-06-01,9788968482700
"IT CookBook, 텐서플로로 배우는 딥러닝","박혜정 , 석경하 , 심주용 , 황창하 ",,2019-06-30,9791156644538
"IT CookBook, 쉽게 배우는 자바 프로그래밍",우종정 ,,2017-08-02,9791156643296
"프로그래밍 면접, 이렇게 준비한다(3판)","존 몽건 , 에릭 기게리 , 노아 수요야넨 킨들러 ",,2014-02-28,9788968480843
"자바 프로그래밍 면접, 이렇게 준비한다",노엘 마크엄 ,,2015-01-23,9788968481529
린 고객 개발 : 고객의 지갑을 여는 제품 만들기,신디 앨버레즈 ,,2015-04-27,9788968481864
한 권으로 끝내는 딥러닝 텐서플로,"바라스 람순다르 Bharath Ramsundar , 레자 자데 Reza Bosagh Zadeh ",,2018-11-05,9791162241226
린 분석 : 성공을 예측하는 31가지 사례와 13가지 패턴,"앨리스테어 크롤 , 벤저민 요스코비츠 ",,2014-01-02,9788968480690
9가지 사례로 익히는 고급 스파크 분석(2판),"샌디 라이자 , 유리 레이저슨 , 션 오언 , 조시 윌스 ",,2018-03-05,9791162240526
린 마인드셋 : 린 스타트업을 위한 경영 철학,"메리 포펜딕 , 톰 포펜딕 ",,2014-04-02,9788968480928
린 스타트업 실전 UX: 더 빠르고 스마트하게 일하는 린 UX 실행 전략,로라 클라인 ,,2014-09-28,9788968481086
9가지 사례로 익히는 고급 스파크 분석(2판),"샌디 라이자 , 유리 레이저슨 , 션 오언 , 조시 윌스 ",,2018-03-05,9791162240526
Hello Coding 그림으로 개념을 이해하는 알고리즘,아디트야 바르가바 ,,2017-04-01,9788968483547
린 스타트업: 실리콘밸리를 뒤흔든 IT 창업 가이드,애시 모리아 ,,2012-11-17,9788979149692
뇌를 자극하는 C# 5.0 프로그래밍,박상현 ,,2014-08-19,9788968481161
애자일 개발과 스크럼 : 더 나은 자신과 팀을 위한 소프트웨어 개발 방법,"노나카 이쿠지로 , 히라나베 겐지 ",,2014-07-28,9788968481109
파이썬 라이브러리를 활용한 데이터 분석(2판),웨스 맥키니 ,,2019-05-20,9791162241905
"IT CookBook, 우분투 리눅스 : 시스템 & 네트워크",이종원 ,,2014-07-03,9791156641209
"IT CookBook, RF 및 초고주파 공학",카이 창(Kai Chang) ,,2014-03-12,9791156641063
"Blog2Book, 프로그래머가 몰랐던 멀티코어 CPU 이야기",김민장 ,,2010-05-20,9788979147407
"IT CookBook, 페도라 리눅스 : 시스템 & 네트워크",이종원 ,,2014-01-02,9788998756659
"IT CookBook, 리눅스 프로그래밍 기초 : 시스템 호출, 라이브러리 함수별 실습","최태영 , 황준하 , 고재필 , 윤현주 , 김용호 ",,2015-08-17,9791156641964
MongoDB 활용 가이드: 스케일링과 50가지 팁,크리스티나 초도로우 ,,2011-12-09,9788979148862
IT EXPERT 윈도우 시스템 프로그램을 구현하는 기술,이호동 ,,2015-03-28,9788968481789
뇌를 자극하는 윈도우즈 시스템 프로그래밍,윤성우 ,,2007-03-28,9788979144611
핸드메이드 일렉트로닉 뮤직,니콜라스 콜린스 ,,2016-03-04,9788968482632
"IT CookBook, JUST JAVA : 객체지향에 충실한 자바다운 자바",황희정 ,,2015-10-26,9791156642015
"IT CookBook, GOOD JAVA : 프로그래밍을 시작하는 사람들을 위한",우재남 ,,2016-02-16,9791156642442
메이커 매뉴얼,"안드레아 마이에타 , 파올로 알리베르티 ",,2016-07-01,9788968482885
Make: 심플 로봇,케이티 세서리 ,,2016-08-01,9788968484971
"IT CookBook, 자바 프로그래밍 바이블","오경주 , 염기호 , 정용훈 ",,2016-08-12,9791156642732
"프로그래밍 면접, 이렇게 준비한다(4판)","존 몽건 , 노아 킨들러 , 에릭 기게리 ",,2019-07-04,9791162241998
러닝 텐서플로,"톰 호프 , 예헤즈켈 레셰프 , 이타이 리더 ",,2018-05-04,9791162240687
아두이노 101,서영배 ,,2016-10-15,9788968484780
처음 시작하는 드론,"테리 킬비 , 베린다 킬비 ",,2016-10-01,9788968484841
Make: 액션,사이먼 몽크 ,,2016-12-06,9788968484674
하드웨어 스타트업,"르네 디레스타 , 브레이디 포레스트 , 라이언 빈야드 ",,2016-10-01,9788968484834
Make: 드론,데이비드 맥그리피 ,,2017-08-01,9788968488641
전자부품 백과사전 vol.3,"찰스 플랫 , 프레드릭 얀슨 ",,2017-05-01,9788968483493
보고서 작성 실무 강의,홍장표 ,,2019-10-30,9791162242254
MongoDB 완벽 가이드 : NoSQL의 진수를 만나다!,"크리스티나 초도로우 , 마이클 디롤프 ",,2011-05-19,9788979148251
리버스 엔지니어링 1권(파일 구조 편),이호동 ,,2016-09-28,9788968484872
"IT CookBook, 자바 프로그래밍 기초 : 원리부터 응용까지",고응남 ,,2008-12-15,9788979146523
편집 디자인 강의 with 인디자인(10년차 디자이너에게 1:1로 배우는) (개정판),황지완 ,,2019-10-07,9791162242216
사전처럼 바로 찾아 쓰는 자바7 : 기본부터 심화까지 해결하는 문제 해결의 길잡이,조시 주노 외 3인 ,,2013-10-28,9788968480546
리버스 엔지니어링 2권(디버거 편),이호동 ,,2017-03-01,9788968484810
"IT CookBook, 프로젝트로 배우는 자바 웹 프로그래밍",황희정 ,,2014-01-09,9788998756680
회사에서 바로 통하는 실무 엑셀 최강 업무 활용법,전미진 ,,2019-11-30,9791162242292
회사에서 바로 통하는 엑셀 FOR STARTERS,전미진 ,,2020-01-06,9791162242544
라임튜브와 함께하는 우리 아이 유튜브 스타 만들기,라임파파(길기홍) ,,2020-01-06,9791162242520
잘 검색되고 방문자가 늘어나는 네이버 블로그&포스트 만들기,정진수 ,,2019-11-22,9791162242193
세상에서 제일 친절한 엑셀 매크로&VBA,박재영 ,,2020-01-06,9791162242537
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2020,"김덕영 , 심수진 , 윤성우 , 이수정 ",,2020-02-05,9791162242599
맛있는 디자인 포토샵&일러스트레이터 CC 2020,"빨간고래(박정아) , 윤이사라(포완카) ",,2020-01-30,9791162242582
맛있는 디자인 일러스트레이터 CC 2020,빨간고래(박정아) ,,2020-02-20,9791162242889
맛있는 디자인 애프터 이펙트 CC 2020,이수정 ,,2020-03-13,9791162242902
회사에서 바로 통하는 파워포인트 FOR STARTERS,이화진 ,,2020-05-07,9791162243107
회사에서 바로 통하는  실무 엑셀+파워포인트+워드&한글(개정판),"전미진 , 이화진 , 신면철 ",,2020-04-10,9791162243008
맛있는 디자인 포토샵 CC 2020,"윤이사라(포완카) , 김신애 ",,2020-03-06,9791162242865
회사에서 바로 통하는  오토캐드 AutoCAD 2021,심미현 ,,2020-08-03,9791162243329
맛있는 디자인 프리미어 프로 CC 2020,"김덕영 , 심수진 , 윤성우 ",,2020-02-28,9791162242872
필수 공식으로 하루에 하나씩 정복하는 엑셀 업무 공략집,최준선 ,,2020-06-01,9791162243169
"이것이 레디스다 : 초고속 읽기 쓰기를 제공하는 인메모리 기반 NoSQL, Redis",정경석 ,,2013-11-28,9788968480591
자바7 NIO.2: 파일&네트워크 프로그래밍,앵겔 레너드 ,,2012-06-28,9788979149319
"IT CookBook, ASP.NET 4.0 프로그래밍",김동아 ,,2014-02-19,9791156641025
맛있는 디자인 인디자인 CC,황지완 ,,2016-02-19,9788968482427
맛있는 디자인 포토샵&인디자인 CC 2018,"박효근 , 윤이사라(포완카) , 황지완 ",,2018-08-03,9791162240915
"IT CookBook, 4차 산업혁명 시대의 정보통신개론",고응남 ,,2020-01-06,9791156644767
10년차 디자이너에게 1:1로 배우는 편집 디자인 강의+인디자인,황지완 ,,2014-04-28,9788968480935
허팝만 따라 해봐! 유튜브 정석,"허팝 , 안정기 ",,2020-08-10,9791162243213
이기적 유인원,니컬러스 머니 ,,2020-04-03,9791157844012
맛있는 디자인 애프터 이펙트 CS6 & CC,이수정 ,,2014-11-21,9788968481420
맛있는 디자인 포토샵&일러스트레이터 CC 2020,"빨간고래(박정아) , 윤이사라(포완카) ",,2020-01-30,9791162242582
타겟티드,브리태니 카이저 ,,2020-04-06,9791157844029
은밀한 설계자들,클라이브 톰슨 ,,2020-04-06,9791157843985
세상에서 제일 친절한 엑셀,박재영 ,,2017-04-05,9788968484605
이것이 안드로이드다 with 코틀린,고돈호 ,,2020-04-25,9791162242971
디자인 굿즈 만들기 with 포토샵&일러스트레이터,김신애 ,,2016-11-01,9788968484766
맛있는 디자인 프리미어 프로 CC 2019 & 프리미어 러시,"김덕영 , 심수진 , 윤성우 ",,2019-04-30,9791162241806
할짝 심리학,이한나 ,,2020-04-30,9791157844142
나는 불평을 그만두기로 했다,크리스틴 르위키 ,,2020-04-20,9791157844081
회사에서 바로 통하는 오토캐드 2019,심미현 ,,2018-08-03,9791162241011
잘 검색되고 방문자가 늘어나는 네이버 블로그&포스트 만들기,정진수 ,,2019-11-22,9791162242193
맛있는 디자인 애프터 이펙트 CC 2019,이수정 ,,2019-05-23,9791162241783
회사에서 바로 통하는 오토캐드 2017,심미현 ,,2016-07-31,9788968483004
회사에서 바로 통하는 실무 엑셀+파워포인트+워드&한글,"전미진 , 이화진 , 신면철 ",,2018-09-17,9791162241097
안드로이드의 모든 것 NDK: C/C++을 이용한 안드로이드 앱 개발 방법,"고현철 , 전호철 ",,2012-09-17,9788979149593
맛있는 디자인 인디자인 CS6,황지완 ,,2012-11-28,9788979149814
맛있는 디자인 포토샵 CC 2018,"윤이사라(포완카) , 박효근 ",,2018-02-05,9791162240465
맛있는 디자인 드림위버 CC,"임화연 , 이해령 ",,2015-07-28,9788968482120
포토샵 디자인 스타일북 : 6 TYPES 20 STYLES,김혜경 ,,2013-05-28,9788968480218
실전 쇼핑몰 포토샵 북 : 상품 사진 보정부터 상세 페이지 제작까지 쇼핑몰 디자인의 모든 것,임화연 ,,2014-05-22,9788968480997
이것이 편집디자인이다: 편집디자이너가 알아야 할 모든 것,김덕희(CDM The Big) ,,2012-06-18,9788979149340
"IT CookBook, New 정보통신개론 : 기본 이론부터 사물인터넷 개념까지",고응남 ,,2015-07-03,9791156641957
맛있는 디자인 일러스트레이터 CC,빨간고래(박정아) ,,2014-10-16,9788968481284
맛있는 디자인 프리미어 프로 CS6 & CC,"윤성우 , 김덕영 ",,2015-09-11,9788968482090
4차 인간,"이미솔 , 신현주 ",,2020-04-30,9791157844135
뇌를 자극하는 ASP.NET 2.0 프로그래밍,이시환 ,,2006-07-06,8979144083
맛있는 디자인 포토샵 CC,"윤이사라(포완카) , 박효근 ",,2015-07-28,9788968482083
"IT EXPERT, ASP.NET 2.0 웹 프로젝트와 실전 프로그래밍",조성진 ,,2006-07-03,8979144180
내러티브 앤 넘버스,애스워드 다모다란 ,,2020-05-20,9791157843763
포스트 코로나,"임승규(국제경제) , 장두석(국내경제) , 양석재(부동산) , 조관자(사회) , 김재헌(의료) , 유필립(정치사회) , 박남기(교육) ",,2020-05-15,9791157844197
2020 부동산 세금 사용설명서,김성일 ,,2020-05-26,9791157844227
맛있는 디자인 애프터 이펙트 CC 2018,이수정 ,,2018-06-30,9791162240762
뱅크 4.0,브렛 킹 ,,2020-06-15,9791157844166
까면서 보는 해부학 만화,"압듈라 , 신동선(감수) ",,2020-06-19,9791157844241
"CIA 요원, 최강 비즈니스맨이 되다",제이슨 핸슨 ,,2020-06-01,9791157844180
맛있는 디자인 프리미어 프로 CC 2018,"윤성우 , 김덕영 ",,2018-05-15,9791162240717
회사에서 바로 통하는 오토캐드 2015,심미현 ,,2015-02-27,9788968481727
쇼핑몰 디자인&제작북 with 포토샵+플래시+드림위버,임화연 ,,2011-03-21,9788979148213
10년차 디자이너에게 1:1로 배우는 포토샵 디자인 강의,정다영 ,,2015-01-28,9788968481666
뽀얀의 포토샵 일러스트 하우스 II 미술사 거장을 만나다,뽀얀(김은혜) ,,2010-04-23,9788979147360
불황을 이기는 색다른 쇼핑몰 COLOR & LAYOUT,"김정인 , 박혜진 , 라임기획 ",,2009-01-28,9788979146059
쇼핑몰 창업+운영+제작 북(인터넷 쇼핑몰 대표 강사와 함께하는),"정희전 , 착한사진연구소(남상욱 ",,2012-05-24,9788979149173
맛있는 디자인 포토샵 CC 2019,"윤이사라 , 김신애 ",,2019-03-29,9791162241677
맛있는 디자인 드림위버 CS6,임화연 ,,2012-10-18,9788979149654
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크",박기현 ,,2013-09-15,9788998756611
퇴근길 인문학 수업 : 뉴노멀,"백상경제연구원 , 김경미 , 연유진 , 이준정 , 김숙 , 오준호 , 장형진 , 이효정 , 강학중 , 김선아 , 문승호 , 안나미 , 조현수 ",,2020-06-30,9791157844265
"IT CookBook, 네트워크 개론(개정판) : 쉽게 배우는 네트워크의 기본 원리",진혜진 ,,2014-01-07,9788998756734
"IT CookBook, New 데이터통신과 네트워킹 : 차세대 통신을 위한 밑그림",강문식 ,,2014-11-27,9791156641421
맛있는 디자인 포토샵 CS6,"임화연 , 이세련 , 이해령 ",,2013-02-28,9788968480010
맛있는 디자인 포토샵 & 드림위버 CC,"임화연 , 이해령 ",,2016-08-10,9788968484964
쇼핑몰 디자인 제작 북,"임화연 , 이해령 ",,2017-12-05,9791162240311
미라클 모닝 기적의 공식(개정판),할 엘로드 ,,2020-07-15,9791157844296
오늘도 뇌는 거짓말을 한다,알베르 무케베르 ,,2020-08-10,9791157844333
"별, 걔 다 그립네","밤하늘(김하늘) , 차희라 ",,2020-07-30,9791157844302
게임 오버,한스 페터 마르틴 ,,2020-08-20,9791157844357
아주 슬퍼요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242629
왠지 부끄러워요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242643
무지무지 질투 나요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242667
청소년 인문학 수업 - 2권,"백상경제연구원 , 박정호 , 오준호 , 장형진 , 문승호 , 박영규 , 이효정 , 김형찬 , 최형선 , 박희용 , 권준수 ",,2020-08-25,9791157844388
청소년 인문학 수업 - 1권,"백상경제연구원 , 이화진 , 안나미 , 이정선 , 최옥정 , 나성인 , 김나정 , 민혜련 , 최은 , 이종관 ",,2020-08-25,9791157844371
뽀얀의 일러스트 하우스 by 포토샵,김은혜 ,,2007-12-11,9788979145205
10년차 디자이너에게 1:1로 배우는 일러스트레이터 디자인 강의,장보경(앤하우스) ,,2014-01-08,9788968480768
내 일상을 꾸며주는 포토샵 CS6&CC,우보명(야우) ,,2013-12-26,9788968480744
호기심디테일의 포토샵 CS5,귀동걸(박귀염) ,,2012-01-05,9788979148893
뽀얀의 감성 일러스트레이션 : 포토샵과 일러스트레이터를 이용한 손 느낌 나는 일러스트 기법,뽀얀(김은혜) ,,2012-10-28,9788979149661
너무 무서워요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242636
너무 들뜨고 신나요!,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242681
"IT CookBook, New 인터넷 이해와 활용",김경신 ,,2014-01-09,9788998756703
퇴근길 인문학 수업 : 연결,백상경제연구원 ,,2019-09-30,9791157843640
맛있는 디자인 포토샵 & 일러스트레이터 CC,"박정아 , 박효근 , 윤이사라(포완카) ",,2016-05-16,9788968482762
미라클 라이프,할 엘로드 ,,2017-10-23,9791157842087
퇴근길 인문학 수업 : 관계,백상경제연구원 ,,2019-06-10,9791157843398
미라클 모닝 밀리어네어,"할 엘로드 , 데이비드 오스본 ",,2019-04-01,9791157843244
기적의 매출을 위한 미라클 모닝,"할 엘로드 , 라이언 스노우 ",,2019-06-30,9791157843411
"IT CookBook, Play 포토샵",원다예 ,,2015-04-27,9791156641803
미라클 모닝 다이어리,할 엘로드 ,,2016-11-22,8809729440003
"IT CookBook, enjoy design 포토샵 CS6",이영주 ,,2013-07-28,9788998756352
우리 아이 첫 감정 연습(세트),오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242711
"IT CookBook, 네트워크 개론(3판)",진혜진 ,,2019-07-05,9791156644521
잠이 안 와요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242704
미라클 이퀘이션,할 엘로드 ,,2020-01-20,9791157843817
"IT CookBook, 전자회로 : 핵심 개념부터 응용까지","강문식 , 신경욱 ",,2013-07-25,9788998756482
"IT CookBook, enjoy design 일러스트레이터 CS6","김경진 , 김부치 ",,2014-01-03,9788998756727
일러스트레이터 트레이닝 북: Illustrator Training Book,박혜진 삐딱대가리 ,,2009-01-28,9788979146240
마담의크스와 함께 하는 손글씨&동꼬 by 포토샵,"마담의크스 카페 , 네모기획 ",,2006-07-12,8979144261
"나에게, 포토샵: 생활 디자이너 7명이 들려주는 일상, 작업, 포토샵 이야기","김효정 , 김진숙 , 이지남 , 조영주 , 신동욱 , 최재연 , 조선진 ",,2013-03-25,9788968480096
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크 (개정판)",박기현 ,,2016-12-26,9791156643043
아이벤의 블링블링 포토샵,"김현태 , 아이벤 포토샵 카페 ",,2009-09-28,9788979146929
"IT CookBook, 인터넷 이해와 활용 : 인터넷 기초부터 홈페이지 제작까지(개정2판)","안치현 , 김형철 ",,2014-03-12,9791156641056
"IT CookBook, 초보자의 첫 번째 컴퓨터와 인터넷 활용",최희식 ,,2009-11-05,9788979147001
내 잘못이에요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-28,9791162242674
디자인 문구 실무 제작&디자인(7년차 디자이너 야우가 알려주는),우보명(야우) ,,2011-07-14,9788979148060
참 행복해요!,오렐리 쉬엥 쇼 쉰느 ,,2020-02-29,9791162242650
"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",강은정 ,,2013-09-15,9788998756604
퇴근길 인문학 수업 : 전진,백상경제연구원 ,,2018-10-15,9791157842872
